"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"🏆 Champion Contact Email","champion_contact_email_manual","string","This property indicates whether there is any  Champion Contact associated with the deal. 

If a contact linked to the deal has the “ Champion Contact” label, a workflow will copy that information from this contact to the deal property.

Suppose there is no Champion Contact associated with this deal. In that case, the operator can input the Billing Contact Email, allowing HubSpot to trigger a workflow that will create the necessary associations and establish a new contact if there isn’t one.


PS: 
The email must have a username, an ‘@’ symbol, and a domain.
The username can include letters, numbers, and special characters.
The domain must have a name and a valid extension.","associations_","true","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Properties v3 card (1)","0%","",""
"🧒 Child Company Website Domain (Example: pray.com)","child_company_website_domain__example__pray_com_","string","This property indicates whether other companies besides the main agency are involved in this deal negotiation. 

If a company associated with the deal has the “Child” designation, a workflow will transfer that information from the company to this deal property. 

If no Child Company is associated with this deal but one is involved in the negotiation process, the operator can input the Child Company’s website domain. This will allow HubSpot to trigger a workflow to create the necessary associations and establish a new company.

PS: A domain name consists of labels separated by dots.
Each label can have 1 to 63 characters, letters, numbers, or hyphens.
The last label must be 2 to 63 letters long.","associations_","true","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (3); Flow action (1); Dependent conditional field (2); Properties v3 card (1); Controlling pipeline stage field (2)","0.32%","10/28/25 8:40 AM CDT","Workflow"
"🔑 Key Manager Email","key_manager_email","string","This property indicates whether there is any Key Manager associated with the deal. 

If a contact linked to the deal has the “Key Manager” label, a workflow will copy that information from this contact to the deal property.

Suppose there is no Key Manager associated with this deal. In that case, the operator can input the Key Manager Email, allowing HubSpot to trigger a workflow that will create the necessary associations and establish a new contact if there isn’t one.

PS: 
The email must have a username, an ‘@’ symbol, and a domain.
The username can include letters, numbers, and special characters.
The domain must have a name and a valid extension.","associations_","true","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (5); Flow action (1); Dependent conditional field (3); Properties v3 card (1); Controlling pipeline stage field (3)","6.01%","2/2/26 10:09 AM CST","CRM UI"
"🕓 Previous Deal Name","previous_deal_name","string","This property indicates whether there are any previous services that this current deal negotiation will impact.

If a deal is associated with the “Previous” label, a workflow will transfer that information from the previous deal to this deal property. 

If no previous deal is associated with this deal, but one is involved in the negotiation process, the operator must associate the previous deal or input the exact same previous deal name in this field to allow the workflow to create the necessary associations.","associations_","true","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (3); Flow action (1); Dependent conditional field (2); Controlling pipeline stage field (2)","1.7%","12/18/25 7:57 PM CST","Workflow"
"Associated Company Record ID","primary_company_record_d","number","","associations_","false","","true","false","true","false","false","false","Nay Luchetti","","83.66%","2/9/26 9:28 AM CST","HubSpot Calculation"
"Churn Reason","churn_reason","enumeration","The churn reason explains why the leader permanently canceled the contract. It will be blank if the leader is still a customer.","churn_information","true","🧩 Product-Related (Product-Related); 💰 Pricing & Budget (Pricing & Budget); 📞 Support & Service (Support & Service); 🏢 Organizational / Strategic Changes (Organizational / Strategic Changes); 📦 Vendor Switching (Vendor Switching); 🧊 Relationship & Engagement (Relationship & Engagement); ❌ No Longer Needed (No Longer Needed); Other","false","false","false","false","false","false","Nay Luchetti","Rollup property (1); Automation platform flow (1); Sales view (8); Dependent conditional field (1); Controlling conditional field (8); Properties v3 card (1); Controlling pipeline stage field (1)","0%","",""
"Closed Lost Reason","closed_lost_reason","string","Reason why this deal was lost","churn_information","false","","false","false","false","false","false","true","HubSpot","Report (3); Dataset (1); Sales view (3); Dependent conditional field (3); Controlling pipeline stage field (3)","50.34%","1/20/26 9:46 AM CST","CRM UI"
"Downgrade/Churn Request Reason","downgrade_churn_request_reason","enumeration","","churn_information","true","Unsustainable Operations; Reputational or Ethical Issues; Return on Investment (ROI); Platform Misalignment or Targeting Fit; Organizational or Strategic Shift; Contract, Billing, or Payment Issues; Stakeholder Misalignment or Third-Party Influence; Miscellaneous / Edge Case","false","false","false","false","false","false","Andrea Laurent","Automation platform flow (1); Dependent conditional field (1); Controlling pipeline stage field (1)","0.14%","11/12/25 1:05 PM CST","Record Clone"
"❌ No Longer Needed Churn Reasons (multiple Choices)","no_longer_needed_churn_reasons__multiple_choices_","enumeration","","churn_information","true","🧪 Short-Term Project Completed (Short-Term Project Completed); 🔄 Strategic Priorities Changed (Strategic Priorities Changed); 🧊 Low Internal Engagement / Adoption (Low Internal Engagement / Adoption); 💤 Service Became Redundant (Service Became Redundant); 🧺 Rolled Into Another Team or Tool (Rolled Into Another Team or Tool)","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
"🏢 Organizational/Strategic Changes Churn Reasons (multiple Choices)","organizational_strategic_changes_churn_reasons__multiple_choices_","enumeration","","churn_information","true","🔄 Change in Leadership or Priorities; 🧹 Internal Restructuring; 🧾 Contract Not Renewed by Finance; 🔚 Business Closure or Program Ended","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
"Other Churn Reasons","other_churn_reasons","string","","churn_information","true","","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
"💰 Pricing & Budget Churn Reasons (multiple Choices)","pricing___budget_churn_reasons__multiple_choices_","enumeration","","churn_information","true","💸 Too Expensive / Budget Cuts (Too Expensive / Budget Cuts); 🔄 Switched to Cheaper Alternative (Switched to Cheaper Alternative); 📉 Return on Investment Not Clear (Return on Investment Not Clear)","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
"🧩 Product-Related Churn Reasons (multiple Choices)","product_related_churn_reasons__multiple_choices_","enumeration","","churn_information","true","❌ Missing Features or Capabilities (Missing Features or Capabilities); 🐛 Product Bugs or Reliability Issues (Product Bugs or Reliability Issues); 📉 Low Usage / No Longer Needed (Low Usage / No Longer Needed); 📱 Poor User Experience / Complicated Interface (Poor User Experience / Complicated Interface); 🔧 Lack of Integrations with Other Tools (Lack of Integrations with Other Tools); 🛑 Limited Customization or Flexibility (Limited Customization or Flexibility)","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
"🧊 Relationship & Engagement Churn Reasons (multiple Choices)","relationship___engagement_churn_reasons__multiple_choices_","enumeration","","churn_information","true","📭 Felt Neglected / Not Engaged (Felt Neglected / Not Engaged); 🧑‍🤝‍🧑 Poor Fit with Our Team or Values (Poor Fit with Our Team or Values); 📉 Lost Trust in the Company (Lost Trust in the Company)","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
"📞 Support & Service Churn Reasons (multiple Choices)","support___servicechurn_reasons__multiple_choices_","enumeration","","churn_information","true","🙁 Poor Customer Support Experience; 📅 Slow Response Times / Unresolved Issues; 🤝 Lack of Proactive Account Management; 🚫 No Onboarding or Training Provided","false","false","false","false","false","false","Nay Luchetti","Automation platform flow (1); Dependent conditional field (1); Properties v3 card (1)","0%","",""
